项目名称,除外内容,编码,计价单位,一级机构价格,id,说明,财务分类,项目内涵
单侧单瓣二瓣后退腭裂修复术,,330606018,次,1048,4304,,G,含腭裂兰氏修复、硬腭前部瘘修复术、软腭延长术。 
双侧单瓣二瓣后退腭裂修复术,,330606018-1,次,1257.6,4305,,G,含腭裂兰氏修复、硬腭前部瘘修复术、软腭延长术。 
单侧腭咽环扎腭裂修复术,,330606019,次,1368,4306,,G,含腭裂兰氏修复、腭咽腔缩窄术；不含组织瓣切取移转术。
双侧腭咽环扎腭裂修复术,,330606019-1,次,1641.6,4307,,G,含腭裂兰氏修复、腭咽腔缩窄术；不含组织瓣切取移转术。
单侧组织瓣转移腭裂修复术,,330606020,次,1368,4308,,G,含腭粘膜瓣后推、颊肌粘膜瓣转移术。
双侧组织瓣转移腭裂修复术,,330606020-1,次,1641.6,4309,,G,
腭咽肌瓣成形术,,330606021,次,912,4310,,G,含腭咽肌瓣制备及腭咽成形；不含腭部裂隙关闭。
咽后嵴成形术,,330606022,次,503.2,4311,,G,
咽后壁组织瓣成形术,,330606023,次,896,4312,,G,含咽后壁瓣制备及咽后瓣成形；不含腭部裂隙关闭。
牙槽突裂植骨成形术,特殊植入材料,330606024,次,1140,4313,,G,指麻醉下牙槽突裂隙切开，翻瓣，缝合鼻腔侧黏膜，植骨床准备，髂部小切口切开至骨面，取骨器取松质骨，骨移植、裂隙关闭。不含取骨术。
齿龈成形术,各种人工材料膜,330606025,次,608,4314,,G,含游离粘膜移植、游离植皮术；不含游离取皮术或取游离粘膜术。
口鼻腔前庭瘘修补术,,330606026,次,960,4315,,G,
面横裂修复术,,330606027,次,653.6,4316,,G,含局部或邻位组织瓣制备及面部裂隙关闭。
面斜裂修复术,,330606027-1,次,653.6,4317,,G,含局部或邻位组织瓣制备及面部裂隙关闭。
口腔颌面部软组织缺损局部组织瓣修复术,,330606028,次,1930.40 ,4318,,G,指唇缺损修复、舌再造修复、颊缺损修复、腭缺损修复、口底缺损修；含局部组织瓣制备及修复。
口腔颌面部软组织缺损游离瓣移植修复术,,330606029,次,1976,4319,,G,指舌再造修复、颊缺损修复、腭缺损修复、口底缺损修复；含带血管游离皮瓣制备及修复。
口腔颌面部联合缺损带血管游离肌皮骨瓣修复修复术,特殊固定材料,330606030,次,2280,4320,,G,不含显微吻合。
口腔颌面部骨缺损游离骨瓣移植修复术,,330606031,次,2280,4321,,G,
颜面部软组织不对称局部组织瓣修复畸形矫正术,,330606032,次,1976,4322,,G,含局部组织瓣制备及转移。
颜面部软组织不对称带血管游离组织瓣修复畸形矫正术,,330606033,次,2280,4323,,G,含带血管游离组织瓣制备及移植。
口腔颌面部缺损颞肌筋膜瓣修复术,特殊支架及固位材料,330606034,次,1976,4324,,G,
口腔颌面部软组织缺损远位皮瓣修复术,,330606035,次,2280,4325,,G,含非手术区远位皮瓣制备及转移。
口腔颌面部软组织缺损远位肌皮瓣修复术,,330606036,次,2280,4326,,G,含非手术区远位肌皮瓣制备及转移。
带蒂皮瓣二期断蒂术,,330606037,次,988,4327,,G,含皮瓣断蒂及创面关闭成形。
皮瓣肌皮瓣延迟术,,330606038,次,988,4328,,G,含皮瓣断蒂及创面关闭成形。
腭瘘修补术,人工材料 ,330606039,次,1140,4329,,G,含邻位粘膜瓣制备及腭瘘修复。
经颈部茎突过长切除术,,330606040,次,912,4330,,G,
经口茎突过长切除术,,330606041,次,912,4331,,G,含扁桃体切除。
颌间挛缩松解术,,330606042,次,1140,4332,,G,含口内外软组织与骨组织粘连松解、咀嚼肌切断术、植皮术等；不含皮瓣制备。
软腭支架植入术,,330606043S,次,149.6,4333,,G,
上颌雷弗特I型截骨术(Le Fort),特殊材料,330607001,单颌,2432,4334,,G,指骨内坚固内固定术、植骨术；不含骨切取。
上颌雷弗特I型(LeFort)分块截骨术,特殊材料,330607001-1,单颌,2918.4,4335,,G,指骨内坚固内固定术、植骨术；不含骨切取。
上颌雷弗特Ⅱ型截骨术(Le Fort),特殊材料,330607002,单颌,3040,4336,,G,含骨截开、骨内坚固内固定术、植骨术；不含骨切取。
上颌雷弗特Ⅲ型截骨术(Le Fort),特殊材料,330607003,单颌,3648,4337,,G,含骨截开、骨内坚固内固定术、植骨术；不含骨切取。
上颌牙骨段截骨术,特殊材料,330607004,单颌,1824,4338,,G,含上颌前部或后部截骨术、骨内坚固内固定术、植骨术；不含骨切取。
下颌体部截骨术,特殊材料,330607006,次,1672,4339,,G,含下颌体部修整术、去皮质术骨内坚固内固定术、植骨术；不含骨切取。
下颌根尖下截骨术,特殊材料,330607007,次,1672,4340,,G,含下颌后部根尖下截骨术、骨内坚固内固定术、植骨术；不含骨切取。
下颌下缘去骨成形术,,330607008,次,1064,4341,,G,
下颌骨去骨皮质术,,330607009,次,1064,4342,,G,
下颌角嚼肌肥大畸形矫正术,,330607010,单侧,1596,4343,,G,含：1．下颌角的三角形去骨术或改良下颌升支矢状劈开去骨术，2．嚼肌部分切除术。
截骨颏成形术,特殊材料,330607011,次,1200,4344,,G,含各种不同改良的颏部截骨术、骨内坚固内固定术、植骨术；不含骨切取。
颏部截骨前徙舌骨悬吊术,特殊材料,330607012,次,1140,4345,,G,含颏部各种类型的截骨前徙、舌骨下肌群切断、舌骨阔筋膜悬吊术、骨内坚固内固定术、植骨术；不含骨切取、取阔筋膜术。
颌骨延长骨生成术,骨延长器及其他特殊材料,330607013,每部位,1866.40 ,4346,,G,含上下颌骨各部分截骨、骨延长器置入术。
颧骨颧弓成型术,特殊材料,330607014,单侧,1140,4347,,G,含矫正颧骨颧弓过宽或过窄畸形的截骨、骨内坚固内固定术、植骨术；不含骨切取。
颞下颌关节盘手术,特殊缝线、生物性材料,330607015,单侧,1368,4348,,G,指颞下颌关节盘摘除术、颞下颌关节盘复位固定术、颞肌瓣或其他生物性材料植入修复术等；不含颞肌瓣制备。
髁状突高位切除术,特殊缝线,330607016,单侧,1368,4349,,G,含髁状突关节面磨光术。
颞下颌关节成形术,骨代用品及特殊材料,330607017,单侧,1040,4350,,G,指骨球截除术、喙突截除术、植骨床制备术、骨及代用品植入术；不含骨切取及颌间结扎术。
颞下颌关节腔粘连松解术,,330607018S,单侧,1216.8,4351,仅独立开展本手术方可收费。,G,指对关节腔内组织粘连及关节盘前附着进行松解。
口腔颌面软组织清创术(大),,330608001,次,1295.20 ,4352,,G,指伤及两个以上解剖区的多层次复合性或气管损伤的处理；含浅表异物清除、创面清洗、组织处理、止血、缝合、口腔颌面软组织裂伤缝合；不含植皮和邻位瓣修复、牙外伤和骨折处理、神经导管吻合、器官切除。
口腔颌面软组织清创术(中),,330608002,次,456,4353,,G,指伤及一到两个解剖区的皮肤、粘膜和肌肉等非器官性损伤的处理；含浅表异物清除、创面清洗、组织处理、止血、缝合、口腔颌面软组织裂伤缝合；不含植皮和邻位瓣修复、牙外伤和骨折处理、神经导管吻合、器官切除。
口腔颌面软组织清创术(小),,330608003,次,189.6,4354,,G,指局限于一个解剖区的表浅损伤的处理；含浅表异物清除、创面清洗、组织处理、止血、缝合、口腔颌面软组织裂伤缝合；不含植皮和邻位瓣修复、牙外伤和骨折处理、神经导管吻合、器官切除。
颌骨骨折单颌牙弓夹板固定术,牙弓夹板,330608004,单颌,288,4355,,G,含复位。
颌骨骨折颌间固定术,牙弓夹板,330608005,单颌,273.6,4356,,G,含复位。
颌骨骨折外固定术,特殊材料,330608006,单颌,364.8,4357,,G,含复位，颌骨骨折悬吊固定术。
颧骨骨折复位外固定术,特殊材料,330608006-1,单侧,364.8,4358,,G,
颧弓骨折复位外固定术,特殊材料,330608006-2,单侧,364.8,4359,,G,
髁状突陈旧性骨折整复术,特殊器械,330608007,单侧,1140,4360,,G,含颌间固定；含髁状突摘除或复位、内固定、升支截骨和关节成形。
髁状突骨折切开复位内固定术,特殊材料,330608008,单侧,1200,4361,,G,含颌间固定。
下颌骨骨折切开复位内固定术,特殊材料,330608009,单颌,1200,4362,,G,指颌间固定、坚固内固定术。
上颌骨骨折切开复位内固定术,特殊材料,330608010,单颌,1156,4363,,G,含颌间固定。
颧骨骨折切开复位内固定术,特殊材料,330608011,单侧,1140,4364,,G,含眶底探查和修复。
颧弓骨折切开复位内固定术,,330608011-1,单侧,1140,4365,,G,
颧弓骨折复位术,,330608012,单侧,760,4366,,G,指间接开放复位。
颧骨上颌骨复合骨折切开复位内固定术,,330608013,单侧,1140,4367,,G,含颌间固定、眶底探查和修复。
双侧颧骨上颌骨复合骨折切开复位内固定术,,330608013-1/1,次,1710,4368,,G,含颌间固定、眶底探查和修复。
颧弓上颌骨复合骨折切开复位内固定术,,330608013-2,单侧,1140,4369,,G,含颌间固定、眶底探查和修复。
双侧颧弓上颌骨复合骨折切开复位内固定术,,330608013-2/1,次,1710,4370,,G,含颌间固定、眶底探查和修复。
眶鼻额区骨折整复术,,330608014,单侧,1292,4371,,G,含内呲韧带和泪器处理。
颧骨陈旧性骨折截骨整复术,,330608015,单侧,1292,4372,,G,含眶底探查和修复。
颧骨陈旧性骨折植骨矫治术,,330608016,单侧,1140,4373,,G,含自体植骨；不含取骨术。
单颌牙弓夹板拆除术,,330608017,单颌,60.8,4374,,G,
颌间固定拆除术,,330608018,单颌,91.2,4375,,G,
骨内固定植入物取出术,,330608019,单颌,228,4376,,G,
下颌骨缺损植骨修复术,供骨材料,330608020,单颌,1292,4377,,G,"含颌间固定和邻位皮瓣修复,自体骨、异体骨、异种骨移植；不含小血管吻合术及骨瓣切取。"
下颌骨缺损网托碎骨移植术,金属网材料、供骨材料,330608021,单颌,1520,4378,,G,含颌间固定和邻位皮瓣修复。
下颌骨缺损带蒂骨移植术,,330608022,单颌,1520,4379,,G,含颌间固定和邻位皮瓣修复；不含取骨及制备术。
下颌骨缺损带血管蒂游离复合瓣移植术,,330608023,单颌,2400,4380,,G,含颌间固定和邻位皮瓣修复；不含组织瓣制备术。
下颌骨缺损钛板重建术,重建代用品,330608024,单颌,1140,4381,,G,含颌间固定和邻位皮瓣修复。
下颌骨陈旧性骨折整复术,,330608025,单颌,1520,4382,,G,含再骨折复位、局部截骨复位、颌间固定、骨间固定和邻位瓣修复；不含植骨及软组织缺损修复术。
上颌骨缺损植骨修复术,供骨材料,330608026,单颌,1520,4383,,G,"含颌间固定和邻位皮瓣修复,自体骨、异体骨、异种骨移植。"
上颌骨陈旧性骨折整复术,,330608027,单颌,1900,4384,,G,指手术复位、颌间固定骨间固定和邻位瓣修复；含再骨折复位（Lefort 分型截骨或分块截骨复位）。
上颌骨缺损网托碎骨移植术,金属网材料、供骨材料,330608028,单颌,1748,4385,,G,含颌间固定和邻位皮瓣修复。
上颌骨缺损带蒂骨移植术,,330608029,单颌,1824,4386,,G,含颌间固定和邻位皮瓣修复；不含带蒂骨制取。
上颌窦底提升术,,330609002,次,880,4387,,G,含取骨、植骨。
下齿槽神经移位术,,330609003,次,800,4388,,G,
骨劈开术, ,330609004,次,240,4389,,G,含牙槽骨劈开。
游离骨移植颌骨重建术,固定用钛板及钛螺钉,330609005,次,1920,4390,,G,含取骨、植骨、骨坚固内固定。
带血管游离骨移植颌骨重建术,特殊吻合线,330609006,次,2888,4391,,G,含取骨、植骨、血管吻合、骨坚固内固定。
缺牙区游离骨移植术,,330609007,次,988,4392,,G,指外置法、内置法、夹层法。含取骨术、植骨术。
引导骨组织再生术,生物膜、固定钉,330609008,次,760,4393,,G,
颜面器官缺损种植体植入术,特殊种植体,330609009,次,532,4394,,G,指外耳或鼻或眼缺损或颌面缺损的种植体植入。
骨挤压术,,330609012,次,400,4395,,G,指用于上颌骨骨质疏松。
扁桃体切除术,,330610001,次,424.80 ,4396,,G,含双侧扁桃体。
扁桃体残体切除术,,330610001-1,次,312.8,4397,,G,
腺样体刮除术,,330610002,次,352.8,4398,,G,
舌扁桃体切除术,,330610003,次,304,4399,,G,
扁桃体周围脓肿切开引流术,,330610004,次,176,4400,,G,
扁桃体单纯穿刺活检术,,330610004-1,次,64,4401,,G,
咽后壁脓肿切开引流术,,330611001,次,285.6,4402,,G,
经颈侧进路鼻咽肿瘤切除术,,330611002,次,1319.2,4403,,G,
经硬腭进路鼻咽肿瘤切除术,,330611003,次,1489.6,4404,,G,
经硬腭进路鼻咽狭窄闭锁切开成形术,,330611004,次,1292,4405,,G,不含其他部位取材。
颈侧切开下咽肿瘤切除术,,330611005,次,1200,4406,,G,
下咽癌切除术,,330611005-1,次,1200,4407,,G,
颈外进路咽旁间隙肿物摘除术,,330611006,次,1384,4408,,G,
颈侧径路咽食管肿瘤切除术,,330611007,次,1292,4409,,G,
咽瘘皮瓣修复术,,330611008,次,684,4410,,G,
侧颅底切除术,,330611009,次,2280,4411,,G,
经直达喉镜喉肿物摘除术,,330701001,次,320,4412,,G,
经直达喉镜喉肿物活检术,,330701001-1,次,320,4413,,G,
经直达喉镜咽喉异物取出术,,330701001-2,次,320,4414,,G,
颈侧切开喉部肿瘤切除术,,330701002,次,800,4415,,G,
环甲膜穿刺术,,330701003,次,148,4416,,G,含环甲膜置管和注药。
环甲膜切开术,,330701004,次,265.6,4417,,G,
气管切开术,气管套管、经皮气管切开套装,330701005,次,232,4418,,G,
经皮气管套管置入术,气管套管、经皮气管切开套装,330701005-1,次,292.80 ,4419,,G,
喉全切除术,,330701006,次,1928.80 ,4420,,G,
喉全切除术后发音管安装术,发音管,330701007,次,824,4421,,G,
喉功能重建术,,330701008,次,1808.00 ,4422,,G,含肌肉、会厌、舌骨瓣、咽下缩肌等局部修复手段。
全喉切除咽气管吻合术,,330701009,次,1520,4423,,G,
喉次全切除术,,330701010,次,2279.20 ,4424,,G,含切除环舌、会厌固定术。
3/4喉切除术及喉功能重建术,,330701011,次,2128,4425,,G,
垂直半喉切除术及喉功能重建术,,330701012,次,1304,4426,,G,
垂直超半喉切除术及喉功能重建术,,330701013,次,2128,4427,,G,
声门上水平喉切除术,,330701014,次,2762.40 ,4428,,G,
梨状窝癌切除术,,330701015,次,1700,4429,,G,
全喉全下咽全食管切除+全胃上提修复术,,330701016,次,3040,4430,,G,
全喉全下咽切除皮瓣修复术,,330701017,次,2280,4431,,G,
带蒂残喉气管瓣修复下咽术,,330701017-1,次,2280,4432,,G,
喉瘢痕狭窄扩张术,,330701018,次,1164,4433,,G,
喉狭窄经口扩张及喉模置入术,,330701019,次,1140,4434,,G,
喉狭窄成形及“T”型管置入术,植入材料,330701020,次,1040,4435,,G,
喉部神经肌蒂移植术,,330701021,次,960,4436,,G,
喉良性肿瘤切除术,,330701022,次,766.4,4437,,G,
支撑喉镜下喉良性肿瘤切除术,,330701022-1/1,次,1074.40 ,4438,,G,
咽良性肿瘤切除术,,330701022-2,次,766.4,4439,,G,
支撑喉镜下咽良性肿瘤切除术,,330701022-2/1,次,846.4,4440,,G,
难治性呼吸道乳头瘤切除术,,330701022-3,次,919.68,4441,,G,
支撑喉镜下难治性呼吸道乳头瘤切除术,,330701022-3/1,次,999.68,4442,,G,
喉裂开声带切除术,,330701023,次,842.40 ,4443,,G,
喉裂开肿瘤切除术,,330701024,次,960,4444,,G,
经支撑喉镜激光声带肿物切除术,,330701025,次,960,4445,,G,
经支撑喉镜激光喉瘢痕切除术,,330701025-1,次,960,4446,,G,
经支撑喉镜激光梨状窝肿物切除术,,330701025-2,次,960,4447,,G,
经支撑喉镜激光舌根肿物切除术,,330701025-3,次,960,4448,,G,
经支撑喉镜激光咽旁肿物切除术,,330701025-4,次,960,4449,,G,
经颈侧杓状软骨切除声带外移术,,330701026,次,912,4450,,G,
喉气管裂开瘢痕切除喉模置入术,,330701027,次,1070.4,4451,,G,
喉气管外伤缝合成形术,,330701028,次,684,4452,,G,
喉气管狭窄支架成形术,支架,330701029,次,912,4453,,G,不含其他部分取材。
声带内移术,,330701030,次,880,4454,,G,
甲状软骨成形术,,330701031,次,776,4455,,G,
环杓关节间接拨动术,,330701032,次,200,4456,,G,
环杓关节直接拨动术,,330701033,次,388,4457,,G,
环甲间距缩短术,,330701034,次,608,4458,,G,
环杓关节复位术,,330701035,次,608,4459,,G,
会厌脓肿切开引流术,,330701036,次,304,4460,,G,
经颈进路会厌肿物切除术,,330701037,次,608,4461,,G,
会厌良性肿瘤切除术,,330701038,次,480,4462,,G,含囊肿。
气管支气管损伤修补术,,330701039,次,1064,4463,,G,
气管瘘修复术,特殊修补材料或缝线,330701040,次,1200.00 ,4464,,G,含直接修补或其他组织材料修补；不含气管切开。
气管内肿瘤切除术,,330701041,次,1200,4465,,G,含开胸气管部分切除成形、气管环状袖状切除再吻合术。
气管内肿瘤切除术(激光),,330701041-1,次,1360,4466,,G,含开胸气管部分切除成形、气管环状袖状切除再吻合术。
气管成形术,,330701042,次,2716,4467,,G,含气管隆凸成形术。
气管隆凸成形术,,330701042-1,次,2716,4468,,G,
颈段气管食管瘘修补术,,330701043,次,836,4469,,G,
颈部囊状水瘤切除术,,330701044,次,暂不定价,4470,,G,
颈部气管造口再造术,,330701045,次,暂不定价,4471,,G,
声门上成形术,,330701046S,次,2528,4472,,G,对声门上结构紊乱患者进行声门上结构重构。
7.2 肺和支气管手术,,330702,,,4473,,G,
肺内异物摘除术,,330702001,次,1944,4474,,G,
肺癌根治术, ,330702002,次,3124.8,4475,,G,含淋巴结清扫。
