结算项目名称,剂型名称,规格,首先自负比例,医疗项目编码,目录等级,药品名称,生产厂家
西药,注射剂,50ml:15g（Ⅰ）,0.0%、0.0%、0.0%,8.69E+13,甲类,碘海醇注射液,北京北陆药业股份有限公司（国药准字H19980219）
西药,注射剂,2ml:40mg(按C33H38N4O6?HCl?3H2O计),5.0%、10.0%、0.0%,8.69058E+13,乙类,盐酸伊立替康注射液,齐鲁制药(海南)有限公司（国药准字H20084571）
西药,注射剂,0.1g,0.0%、0.0%、0.0%,8.69035E+13,甲类,注射用盐酸阿糖胞苷,国药一心制药有限公司（国药准字H20055127）
西药,片剂,25mg,0.0%、0.0%、0.0%,86901359000102-1,甲类,酒石酸美托洛尔片,阿斯利康药业有限公司
西药,缓释片剂,0.5g,5.0%、10.0%、0.0%,8.69812E+13,乙类,盐酸二甲双胍缓释片,Merck KGaA(国药准字J20171052)
西药,片剂,0.2g,0.0%、0.0%、0.0%,86900931000417-1,甲类,甲硝唑片,天津太平洋制药有限公司
西药,颗粒剂,每袋装1g,5.0%、10.0%、0.0%,86900041000086-1,乙类,枯草杆菌二联活菌颗粒（妈咪爱）[1g*10袋],北京韩美药品有限公司
中成药,糖衣片,糖衣片,5.0%、10.0%、0.0%,8.69036E+13,乙类,刺五加片,哈尔滨华雨制药集团有限公司（国药准字Z23020875）
西药,片剂,60mg,5.0%、10.0%、0.0%,8.6979E+13,乙类,格列齐特缓释片,Les Laboratoires Servier Industrie（H20150282）
西药,片剂,80mg,0.0%、0.0%、0.0%,86905199000117-1,甲类,缬沙坦分散片,桂林华信制药有限公司（国药准字H20080820）
西药,注射剂,"20ml:含甘草酸单铵为40mg,盐酸半胱氨酸为30mg,甘氨酸为400mg",100.0%、100.0%、100.0%,8.69039E+13,丙类,复方甘草酸单铵注射液,赤峰蒙欣药业有限公司（国药准字H15021215）
西药,片剂,30mg,100.0%、100.0%、100.0%,8.69047E+13,丙类,盐酸非索非那定片,浙江万晟药业有限公司（国药准字H20060150）
西药,口服溶液剂,复方,100.0%、100.0%、100.0%,8.69021E+13,丙类,五维葡钙口服溶液,成都迪康药业有限公司（国药准字H50021646）
西药,胶囊剂,1.2g,0.0%、0.0%、0.0%,8.69785E+13,甲类,硝酸咪康唑阴道软胶囊,Catalent France Beinheim S.A.（国药准字J20140135）
西药,注射剂,80mg,5.0%、10.0%、0.0%,8.69037E+13,乙类,注射用盐酸川芎嗪,哈尔滨三联药业股份有限公司（国药准字H20041175）
中草药,,,0.0%、0.0%,c1200100,,青果,
西药,注射剂,10ml:100mg,20.0%、30.0%,8.69815E+13,乙类,信迪利单抗注射液,信达生物制药（苏州）有限公司
中成药,胶囊剂,每粒装0.3g,5.0%、10.0%、0.0%,8.69059E+13,乙类,独一味胶囊,康县独一味生物制药有限公司（国药准字Z10970053）
中成药,片剂,24片,5.0%、10.0%、0.0%,8.69057E+13,乙类,新复方大青叶片,云南龙发制药有限公司(国药准字Z53020549)
中草药,,,0.0%、0.0%,31200542,甲类,炒栀子,
西药,注射剂,1.5mg,5.0%、10.0%、0.0%,8.69007E+13,乙类,注射用腺苷钴胺,上海上药第一生化药业有限公司（国药准字H20059356）
中成药,颗粒剂,每袋装10g,0.0%、0.0%,8.69059E+13,甲类,小柴胡颗粒,兰州和盛堂制药有限公司
西药,片剂,复方,5.0%、10.0%、0.0%,8.69005E+13,乙类,复合维生素B片,丽珠集团利民制药厂（国药准字H44023102）
中成药,糖浆剂,每瓶装150ml,0.0%、0.0%、0.0%,8.69053E+13,甲类,强力枇杷露,江西南昌济生制药厂
西药,胶囊剂,0.1g(按C16H15N5O7S2计算),5.0%、10.0%、0.0%,8.69006E+13,乙类,头孢克肟胶囊,国药集团致君(深圳)制药有限公司（国药准字H20020513）
西药,注射剂,2.5IU,5.0%、10.0%、0.0%,8.69033E+13,乙类,注射用重组人生长激素,长春金赛药业股份有限公司（国药准字S20000001）
西药,注射剂,2ml:20mg,100.0%、100.0%,86904021001858-1,丙类,单唾液酸四己糖神经节苷脂钠注射液,齐鲁制药有限公司（国药准字H20046213）
西药,片剂,60mg (以C28H27NO4S·HCL计),5.0%、10.0%、0.0%,8.69784E+13,乙类,盐酸雷洛昔芬片,"LILLY, S.A.（H20171165）"
西药,注射剂,100ml:氟康唑0.2g与氯化钠0.9g,5.0%、10.0%、0.0%,8.69015E+13,乙类,氟康唑氯化钠注射液,济川药业集团有限公司（国药准字H32026202）
西药,注射剂,500ml:30g的羟乙基淀粉40与氯化钠4.5g,100.0%、100.0%、0.0%,8.69041E+13,丙类,羟乙基淀粉40氯化钠注射液,山东齐都药业有限公司（国药准字H20033773）
中成药,片剂,复方,0.0%、0.0%、0.0%,8.69031E+13,甲类,黄连上清片,河南金红堂
西药,缓释胶囊,0.1875g（C15H14ClN3O4S计算）,5.0%、10.0%、0.0%,8.69008E+13,乙类,头孢克洛缓释胶囊,上海现代制药股份有限公司（国药准字H20020240）
西药,胶囊剂,0.125g（按C38H69NO13计）,5.0%、10.0%、0.0%,8.69042E+13,乙类,克拉霉素胶囊,山东新华制药股份有限公司（国药准字H20000046）
西药,口服溶液剂,"100ml,每ml含对乙酰氨基酚11.25mg与氢溴酸右美沙芬0.6mg与马来酸氯苯那敏93.75μg与盐酸甲基麻黄碱0.9375mg与愈创木酚磺酸钾2.5mg与核黄素磷酸钠33μg与无水咖啡因1.0mg",100.0%、100.0%、100.0%,8.69E+13,丙类,复方氨酚甲麻口服液,北京韩美药品有限公司（国药准字H20041395）
中成药,胶囊剂,每粒装0.5g,100.0%、100.0%、100.0%,8.69034E+13,丙类,参胶胶囊,吉林华康药业股份有限公司
西药,片剂,6mg,5.0%、10.0%、100.0%,8.69785E+13,乙类,帕利哌酮缓释片,Janssen-Cilag International NV（H20120150）
西药,注射剂,100ml∶帕拉米韦（按C15H28N4O4计）0.3g与氯化钠0.9g,5.0%、10.0%、0.0%,8.69004E+13,乙类,帕拉米韦氯化钠注射液,广州南新制药有限公司（国药准字H20130029）
中成药,胶囊剂,每粒装0.39g,5.0%、10.0%、0.0%,8.69042E+13,乙类,正心泰胶囊,烟台天正药业有限公司（国药准字Z10980010）
西药,注射剂,3000ml/袋,100.0%、100.0%、100.0%,8.69041E+13,丙类,生理氯化钠溶液,山东齐都药业
西药,滴剂,每粒含维生素A2000单位与维生素D700单位（一次性包装）,5.0%、10.0%、0.0%,86904077000102-1,乙类,维生素AD滴剂,山东达因海洋生物制药股份有限公司（国药准字H37022974）
西药,片剂,240mg,20.0%、30.0%、0.0%,8.69006E+13,乙类,阿利沙坦酯片,深圳信立泰药业股份有限公司（国药准字H20138002）
西药,片剂,0.1g,0.0%、0.0%、0.0%,8.69045E+13,甲类,异烟肼片,杭州民生药业有限公司（国药准字H33021636）
中成药,胶囊剂,每粒装0.25g,100.0%、100.0%、100.0%,8.69042E+13,丙类,金菌灵胶囊,烟台东诚大洋制药有限公司（国药准字Z37020643）
中成药,颗粒剂,每袋装2g(未添加蔗糖),100.0%、100.0%、100.0%,8.69019E+13,丙类,肾骨颗粒,湖北省益康制药厂（国药准字Z20080549）
西药,注射剂,5mg,0.0%、0.0%、0.0%,8.69003E+13,甲类,注射用甲氨蝶呤,广东岭南制药有限公司（国药准字H20074246）
西药,缓释片剂,0.2mg,5.0%、10.0%、0.0%,8.69056E+13,乙类,盐酸坦洛新缓释片,昆明积大制药股份有限公司（国药准字H20051461）
西药,注射剂,8mg,5.0%、10.0%、0.0%,8.6902E+13,乙类,注射用氢溴酸高乌甲素,武汉普生制药有限公司（国药准字H20061291）
西药,注射剂,10ml:0.5g,0.0%、0.0%、0.0%,8.69031E+13,甲类,碳酸氢钠注射液,海南制药厂有限公司制药二厂（国药准字H41023005）
西药,乳膏剂,10g:5mg,100.0%、100.0%,8.69044E+13,丙类,醋酸地塞米松乳膏,福元药业股份有限公司
西药,注射剂,500ml:30g右旋糖酐40与4.5g氯化钠,100.0%、100.0%、100.0%,8.69022E+13,丙类,右旋糖酐40氯化钠注射液,四川科伦药业股份有限公司（国药准字H51020331）
西药,片剂,5mg(以托法替布计),20.0%、30.0%,8.69787E+13,乙类,枸橼酸托法替布片,Pfizer Manufacturing Deutschland GmbH
西药,注射剂,10ml:24mg,5.0%、10.0%、0.0%,8.69012E+13,乙类,细辛脑注射液,辽宁玉皇药业有限公司（国药准字H20083511）
西药,注射剂,"2ml:氨基比林0.1g,安替比林40mg,巴比妥18mg",100.0%、100.0%、100.0%,8.69042E+13,丙类,复方氨林巴比妥注射液,山东新华制药股份有限公司（国药准字H37023824）
中成药,胶囊,每粒装0.4g,0.0%、0.0%、0.0%,8.69001E+13,甲类,双黄连胶囊,陕西东泰
中成药,胶囊剂,每粒装0.25g,5.0%、10.0%、0.0%,8.69011E+13,乙类,复方斑蝥胶囊,重庆希尔安药业有限公司（国药准字Z19993409）
西药,乳膏剂,15g:他扎罗汀7.5mg与二丙酸倍他米松（以倍他米松计）7.5mg,5.0%、10.0%、0.0%,8.6901E+13,乙类,他扎罗汀倍他米松乳膏,重庆华邦制药有限公司（国药准字H20150015）
西药,注射剂,2ml:30mg,5.0%、10.0%、0.0%,8.69009E+13,乙类,盐酸法舒地尔注射液,天津红日药业股份有限公司（国药准字H20040356）
西药,片剂,60mg,10.0%、20.0%、0.0%,8.69045E+13,乙类,依托考昔片,Frosst Iberica SA
西药,注射剂,100ml:10g（精制鱼油）:1.2g（卵磷脂）,5.0%、10.0%、0.0%,8.69014E+13,乙类,ω-3鱼油脂肪乳注射液,Fresenius Kabi Austria GmbH（国药准字J20150040）
西药,片剂,0.2g,0.0%、0.0%、0.0%,8.69045E+13,甲类,盐酸胺碘酮片,赛诺菲(杭州)制药有限公司（国药准字H19993254）
西药,注射剂,0.2g（以吉西他滨计）,5.0%、10.0%、0.0%,8.69014E+13,乙类,注射用盐酸吉西他滨,江苏豪森药业集团有限公司（国药准字H20030104）
中成药,片剂,片芯重约0.32g,5.0%、10.0%、0.0%,86904134000328-1,乙类,新复方大青叶片,荣昌制药(淄博)有限公司（国药准字Z37021130）
西药,注射液,2ml:5000IU,5.0%、10.0%、0.0%,8.69045E+13,乙类,低分子量肝素钠注射液,杭州九源基因工程有限公司
西药,片剂,每片含氯沙坦钾50mg和氢氯噻嗪12.5mg。,5.0%、10.0%、0.0%,8.69002E+13,乙类,氯沙坦钾氢氯噻嗪片,北京万生药业有限责任公司（国药准字H20074021）
西药,无菌针剂,2.5g（C21H25N5O8S2 2.0g与C8H11NO5S 0.50g）,100.0%、100.0%、100.0%,8.69042E+13,丙类,注射用美洛西林钠舒巴坦钠,瑞阳制药有限公司（国药准字H20030073）
西药,注射剂,2ml:10mg,100.0%、100.0%、100.0%,8.69053E+13,丙类,骨肽注射液,江西康缘桔都药业有限公司（国药准字H36022454）
西药,缓释片,30mg,5.0%、10.0%,8.6903E+13,乙类,格列齐特缓释片,山西云鹏制药
西药,注射剂,0.4ml:4100AXaIU,5.0%、10.0%、0.0%,8.69786E+13,乙类,那屈肝素钙注射液,Glaxo Wellcome Production（国药准字J20130168）
中草药,,,0.0%、0.0%,31200119,,鲜芦根,
西药,片剂,0.25g,0.0%、0.0%、0.0%,8.69008E+13,甲类,乙酰唑胺片,上海上药信谊药厂有限公司（国药准字H31021144）
西药,注射剂,10ml,5.0%、10.0%、0.0%,8.6901E+13,乙类,灭菌注射用水,中国大冢制药有限公司（国药准字H20044102）
西药,注射剂,25mg,100.0%、100.0%、100.0%,8.69037E+13,丙类,注射用骨肽（I）,黑龙江江世药业有限公司（国药准字H20060032）
西药,片剂,2.5mg,0.0%、0.0%、0.0%,8.69008E+13,甲类,甲氨蝶呤片,上海上药信谊药厂有限公司（国药准字H31020644）
中成药,胶囊剂,每粒装0.15g,5.0%、10.0%、0.0%,8.69047E+13,乙类,伸筋丹胶囊,浙江新光药业股份有限公司（国药准字Z33020230）
西药,片剂,20mg,5.0%、10.0%、0.0%,8.69002E+13,乙类,洛伐他汀片,北京万生药业有限责任公司（国药准字H10970092）
西药,注射剂,8mg（每瓶实装氯诺昔康8.6mg）,5.0%、10.0%、0.0%,8.69048E+13,乙类,注射用氯诺昔康,浙江震元制药有限公司（国药准字H20043685）
西药,片剂,5mg,10.0%、20.0%、0.0%,8.69791E+13,乙类,盐酸奥洛他定片,NIPRO PHARMA CORPORATION KAGAMIISHI PLANT（H20170007）
西药,溶液剂,250ml,5.0%、10.0%、0.0%,8.69026E+13,乙类,吸入用七氟烷,河北一品制药股份有限公司
中成药,注射剂,50mg,5.0%、10.0%、0.0%,8.69056E+13,乙类,注射用灯盏花素,昆明龙津药业股份有限公司（国药准字Z53020666）
西药,注射剂,0.5g（按C18H23N9O4S3计算）,5.0%、10.0%、0.0%,8.69041E+13,乙类,注射用盐酸头孢替安,山东罗欣药业集团股份有限公司（国药准字H20113452）
西药,片剂,25mg,0.0%、0.0%、0.0%,8.69002E+13,甲类,阿替洛尔片,北京益民药业有限公司（国药准字H11021114）
西药,注射剂,15mg,10.0%、20.0%、0.0%,8.69017E+13,乙类,注射用七叶皂苷钠,无锡凯夫制药有限公司（国药准字H20053378）
西药,喷雾剂,20ml:200万IU（240喷）,0.0%、0.0%,xxfyyp006,甲类,重组人干扰素α2b喷雾剂（假单胞菌）,
西药,注射剂,100ml:10g,0.0%、0.0%、0.0%,8.69006E+13,甲类,葡萄糖注射液,上海百特医疗用品有限公司（国药准字H19993736）
中成药,颗粒剂,每袋装5g(含蛋白多糖35mg),100.0%、100.0%、100.0%,8.69033E+13,丙类,强力康颗粒,白求恩医科大学制药厂（国药准字Z22023626）
中成药,片剂,每片重0.3g,0.0%、0.0%、0.0%,8.6901E+13,甲类,舒筋活血片,重庆东方药业股份有限公司
中成药,颗粒剂,每袋装12g,0.0%、0.0%、0.0%,8.69004E+13,甲类,感冒清热颗粒,广州白云山和记黄埔中药有限公司
中成药,胶囊剂,每粒装0.5g,5.0%、10.0%、0.0%,8.69043E+13,乙类,颈痛灵胶囊,福安药业集团烟台只楚药业有限公司（国药准字Z20020038）
西药,片剂,5mg,0.0%、0.0%、0.0%,8.69042E+13,甲类,甲氧氯普胺片,仁和堂药业有限公司（国药准字H37020792）
西药,注射液,5ml:0.1g,5.0%、10.0%,8.69028E+13,乙类,己酮可可碱注射液,石药集团欧意药业有限公司
西药,片剂,10mg,0.0%、0.0%、0.0%,8.69014E+13,甲类,盐酸普萘洛尔片,常州康普药业有限公司（国药准字H32021276）
中成药,丸剂,每20丸重1g,100.0%、100.0%,8.69031E+13,丙类,四消丸,河南金鸿堂制药有限公司
西药,注射剂,100ml:5g,0.0%、0.0%、0.0%,8.69006E+13,甲类,葡萄糖注射液,上海百特医疗用品有限公司（国药准字H19994070）
中成药,片剂,每片重0.125g,100.0%、100.0%、100.0%,86900946000389-1,丙类,清降片,天津同仁堂集团股份有限公司（国药准字Z12020287）
西药,注射剂,1ml:0.25mg,0.0%、0.0%、0.0%,8.69001E+13,甲类,毒毛花苷K注射液,华润双鹤药业股份有限公司（国药准字H11021484）
中成药,水蜜丸,----,0.0%、0.0%、0.0%,8.69031E+13,甲类,六味地黄丸,仲景宛西制药股份有限公司（国药准字Z41021968）
西药,颗粒剂,复方,100.0%、100.0%、100.0%,8.69044E+13,丙类,庆大霉素普鲁卡因维B12颗粒,上海海虹实业(集团)巢湖今辰药业有限公司（国药准字H34023974）
西药,片剂,5mg,0.0%、0.0%、0.0%,8.69047E+13,甲类,维生素B2片,浙江瑞邦药业股份有限公司（国药准字H33020276）
中成药,胶囊剂,每粒装0.3g,5.0%、10.0%、0.0%,8.69011E+13,乙类,心可舒胶囊,重庆希尔安药业有限公司（国药准字Z19993002）
西药,片剂,10mg,5.0%、10.0%、0.0%,86904187003376-1,乙类,雷贝拉唑钠肠溶片,山东新华制药股份有限公司（国药准字H20080683）
西药,片剂,0.5g,0.0%、0.0%、0.0%,8.69028E+13,甲类,对乙酰氨基酚片,石药集团欧意药业有限公司（国药准字H13022763）
西药,片剂,25mg,0.0%、0.0%、0.0%,8.6904E+13,甲类,枸橼酸喷托维林片,济南永宁制药股份有限公司（国药准字H37020156）
西药,片剂,15mg,5.0%、10.0%、0.0%,8.69017E+13,乙类,兰索拉唑肠溶片,苏州东瑞制药有限公司
西药,片剂,0.2g,100.0%、100.0%、100.0%,8.69008E+13,丙类,肌苷片,上海上药信谊药厂有限公司（国药准字H31020643）
西药,注射剂,10ml:90mg,0.0%、0.0%、0.0%,8.6904E+13,甲类,氯化钠注射液,华润双鹤利民药业(济南)有限公司（国药准字H37022990）
西药,片剂,10mg,5.0%、10.0%、0.0%,8.69048E+13,乙类,维生素B4片,浙江浙北药业有限公司（国药准字H33020002）
中草药,,,0.0%、0.0%,31200656,甲类,盐胡芦巴,
西药,注射剂,5ml:100mg（以Fe计）,5.0%、10.0%、0.0%,8.69029E+13,乙类,蔗糖铁注射液,山西普德药业有限公司（国药准字H20057617）
中成药,颗粒剂,5g,100.0%、100.0%、100.0%,8.69003E+13,丙类,小儿化痰止咳颗粒,广东宏远集团药业
西药,片剂,100mg,5.0%、10.0%、0.0%,8.69009E+13,乙类,盐酸沙格雷酯片,"Mitsubishi Tanabe Pharma Factory Ltd., Yoshitomi Plant（国药准字J20160067）"
中草药,,,0.0%、0.0%,c1200076,,胡桃仁,
中成药,片剂,每片重0.6g,100.0%、100.0%,8.69052E+13,丙类,西瓜霜润喉片,桂林三金药业股份有限公司（国药准字Z45021646）
西药,片剂,2.5mg,0.0%、0.0%、0.0%,86904165000595-1,甲类,地西泮片,山东信谊制药有限公司（国药准字H37023039）
西药,片剂,25mg,100.0%、100.0%、0.0%,8.69018E+13,乙类,米非司酮片,湖北葛店人福药业有限责任公司（国药准字H20033551）
西药,普通片剂,0.2g,0.0%、0.0%、0.0%,8.69003E+13,甲类,阿昔洛韦片,广东彼迪药业有限公司
西药,片剂,10mg（以阿仑膦酸计）,5.0%、10.0%、0.0%,8.69028E+13,乙类,阿仑膦酸钠片,涿州东乐制药有限公司（国药准字H20084165）
西药,注射剂,10ml:1g,0.0%、0.0%、0.0%,8.69017E+13,甲类,氯化钾注射液,扬州中宝药业股份有限公司（国药准字H32024860）
西药,注射剂,1.5g（按C25H27N9O8S2与C8H11NO5S计）,5.0%、10.0%、0.0%,8.6903E+13,乙类,注射用头孢哌酮钠舒巴坦钠,国药集团威奇达药业有限公司（国药准字H20043909）
西药,片剂,每片含雌二醇1.0mg和屈螺酮2.0mg,100.0%、100.0%、100.0%,8.69783E+13,丙类,雌二醇屈螺酮片,Bayer Weimar GmbH und Co.KG（国药准字J20140119）
中成药,胶囊剂,每粒装0.4g,5.0%、10.0%、0.0%,86903510000631-1,乙类,脑安胶囊,辽源誉隆亚东药业有限责任公司（国药准字Z10940065）
西药,片剂,7.5mg,5.0%、10.0%、0.0%,86904021001131-1,乙类,佐匹克隆片,齐鲁制药有限公司（国药准字H10980163）
西药,片剂,5mg（以C26H26F2N2计）,0.0%、0.0%、0.0%,8.69041E+13,甲类,盐酸氟桂利嗪片,山东健康药业有限公司
西药,注射剂,60mg,100.0%、100.0%、100.0%,8.69034E+13,丙类,注射用棓丙酯,吉林敖东药业集团延吉股份有限公司（国药准字H22025537）
中成药,滴丸,每10丸重0.35g,5.0%、10.0%、0.0%,8.69055E+13,乙类,银丹心泰滴丸,贵州君之堂制药有限公司（国药准字Z20025687）
中成药,胶囊剂,每粒装0.35g,5.0%、10.0%、0.0%,86901946000140-1,乙类,便通胶囊,健民药业集团股份有限公司（国药准字Z19990071）
西药,注射剂,10ml:0.1g,5.0%、10.0%,8.69075E+13,乙类,多索茶碱注射液,安徽恒星制药有限公司
西药,片剂,0.48g,100.0%、100.0%、100.0%,8.69051E+13,丙类,大黄碳酸氢钠片,广西世彪
西药,薄膜衣片,0.3g,100.0%、100.0%、100.0%,86903373000236-1,丙类,骨肽片,吉林华康药业股份有限公司（国药准字H20058927）
中成药,大蜜丸,每丸重9g,5.0%、10.0%、0.0%,8.69002E+13,乙类,清瘟解毒丸,北京同仁堂股份有限公司同仁堂制药厂
西药,注射剂,500ml,100.0%、100.0%、100.0%,8.69006E+13,丙类,复方电解质注射液,上海百特医疗用品有限公司（国药准字H20000475）
西药,注射剂,2ml:12500单位,0.0%、0.0%、0.0%,8.69017E+13,甲类,肝素钠注射液,江苏万邦生化医药集团有限责任公司（国药准字H32020612）
